"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2022/01/26","02:00","2.213","-","2.72"
"2022/01/26","03:00","1.921","-","2.33"
"2022/01/26","04:00","1.776","-","2.07"
"2022/01/26","05:00","1.858","-","2.13"
"2022/01/26","06:00","2.227","-","2.47"
"2022/01/26","07:00","2.852","-","3.08"
"2022/01/26","08:00","3.606","-","3.81"
"2022/01/26","09:00","4.338","-","4.6"
"2022/01/26","10:00","4.924","-","5.21"
"2022/01/26","11:00","5.252","-","5.48"
"2022/01/26","12:00","5.214","-","5.42"
"2022/01/26","13:00","4.781","-","5.08"
"2022/01/26","14:00","4.039","-","4.35"
"2022/01/26","15:00","3.134","-","3.43"
"2022/01/26","16:00","2.205","-","2.55"
"2022/01/26","17:00","1.393","-","1.8"
"2022/01/26","18:00","0.851","-","1.31"
"2022/01/26","19:00","0.677","-","1.18"
"2022/01/26","20:00","0.846","-","1.35"
"2022/01/26","21:00","1.255","-","1.74"
"2022/01/26","22:00","1.787","-","2.27"
"2022/01/26","23:00","2.326","-","2.84"
"2022/01/27","00:00","2.732","-","3.2"
"2022/01/27","01:00","2.901","-","3.33"
"2022/01/27","02:00","2.833","-","3.2"
"2022/01/27","03:00","2.625","-","2.83"
"2022/01/27","04:00","2.384","-","2.56"
"2022/01/27","05:00","2.212","-","2.45"
"2022/01/27","06:00","2.226","-","2.48"
"2022/01/27","07:00","2.526","-","2.76"
"2022/01/27","08:00","3.107","-","3.35"
"2022/01/27","09:00","3.859","-","4.11"
"2022/01/27","10:00","4.637","-","4.91"
"2022/01/27","11:00","5.301","-","5.6"
"2022/01/27","12:00","5.694","-","5.98"
"2022/01/27","13:00","5.668","-","5.88"
"2022/01/27","14:00","5.169","-","5.34"
"2022/01/27","15:00","4.276","-","4.53"
"2022/01/27","16:00","3.14","-","3.43"
"2022/01/27","17:00","1.93","-","2.23"
"2022/01/27","18:00","0.843","-","1.16"
"2022/01/27","19:00","0.091","-","0.48"
"2022/01/27","20:00","-0.191","-","0.2"
"2022/01/27","21:00","-0.007","-","0.36"
"2022/01/27","22:00","0.538","-","0.92"
"2022/01/27","23:00","1.307","-","1.75"
"2022/01/28","00:00","2.128","-","2.55"
"2022/01/28","01:00","2.8","-","3.21"
"2022/01/28","02:00","3.171","-","3.49"
"2022/01/28","03:00","3.22","-","3.45"
"2022/01/28","04:00","3.031","-","3.22"
"2022/01/28","05:00","2.725","-","2.85"
"2022/01/28","06:00","2.442","-","2.52"
"2022/01/28","07:00","2.355","-","2.48"
"2022/01/28","08:00","2.601","-","2.75"
"2022/01/28","09:00","3.193","-","3.32"
"2022/01/28","10:00","4.021","-","4.16"
"2022/01/28","11:00","4.922","-","5.09"
"2022/01/28","12:00","5.716","-","5.9"
"2022/01/28","13:00","6.189","-","6.36"
"2022/01/28","14:00","6.152","-","6.25"
"2022/01/28","15:00","5.538","-","5.59"
"2022/01/28","16:00","4.436","-","4.46"
"2022/01/28","17:00","3.025","-","3.15"
"2022/01/28","18:00","1.524","-","1.82"
"2022/01/28","19:00","0.196","-","0.56"
"2022/01/28","20:00","-0.689","-","-0.35"
"2022/01/28","21:00","-0.975","-","-0.64"
"2022/01/28","22:00","-0.671","-","-0.36"
"2022/01/28","23:00","0.096","-","0.44"
"2022/01/29","00:00","1.142","-","1.55"
"2022/01/29","01:00","2.23","-","2.63"
"2022/01/29","02:00","3.098","-","3.43"
"2022/01/29","03:00","3.562","-","3.84"
"2022/01/29","04:00","3.6","-","3.73"
"2022/01/29","05:00","3.313","-","3.39"
"2022/01/29","06:00","2.858","-","2.96"
"2022/01/29","07:00","2.43","-","2.58"
"2022/01/29","08:00","2.258","-","2.44"
"2022/01/29","09:00","2.505","-","2.82"
"2022/01/29","10:00","3.182","-","3.47"
"2022/01/29","11:00","4.155","-","4.45"
"2022/01/29","12:00","5.225","-","5.5"
"2022/01/29","13:00","6.156","-","6.47"
"2022/01/29","14:00","6.68","-","6.91"
"2022/01/29","15:00","6.578","-","6.75"
"2022/01/29","16:00","5.794","-","5.92"
"2022/01/29","17:00","4.447","-","4.66"
"2022/01/29","18:00","2.759","-","3.1"
"2022/01/29","19:00","1.013","-","1.4"
"2022/01/29","20:00","-0.465","-","-0.08"
"2022/01/29","21:00","-1.37","-","-0.94"
"2022/01/29","22:00","-1.546","-","-1.18"
"2022/01/29","23:00","-1.033","-","-0.58"
"2022/01/30","00:00","-0.002","-","0.51"
"2022/01/30","01:00","1.304","-","1.75"
"2022/01/30","02:00","2.583","-","2.96"
"2022/01/30","03:00","3.53","-","3.91"
"2022/01/30","04:00","3.958","-","4.25"
"2022/01/30","05:00","3.869","-","4.01"
"2022/01/30","06:00","3.403","-","3.53"
"2022/01/30","07:00","2.765","-","2.94"
"2022/01/30","08:00","2.213","-","2.43"
"2022/01/30","09:00","2.013","-","2.32"
"2022/01/30","10:00","2.333","-","2.73"
"2022/01/30","11:00","3.157","-","3.52"
"2022/01/30","12:00","4.31","-","4.65"
"2022/01/30","13:00","5.545","-","5.82"
"2022/01/30","14:00","6.57","-","6.78"
"2022/01/30","15:00","7.076","-","7.32"
"2022/01/30","16:00","6.844","-","7.03"
"2022/01/30","17:00","5.848","-","5.98"
"2022/01/30","18:00","4.256","-","4.51"
"2022/01/30","19:00","2.346","-","2.68"
"2022/01/30","20:00","0.454","-","0.81"
"2022/01/30","21:00","-1.045","-","-0.71"
"2022/01/30","22:00","-1.84","-","-1.56"
"2022/01/30","23:00","-1.808","-","-1.59"
"2022/01/31","00:00","-1.037","-","-0.7"
"2022/01/31","01:00","0.246","-","0.6"
"2022/01/31","02:00","1.739","-","1.93"
"2022/01/31","03:00","3.092","-","3.25"
"2022/01/31","04:00","3.987","-","4.17"
"2022/01/31","05:00","4.263","-","4.46"
"2022/01/31","06:00","3.968","-","4.04"
"2022/01/31","07:00","3.294","-","3.27"
"2022/01/31","08:00","2.499","-","2.59"
"2022/01/31","09:00","1.883","-","2.12"
"2022/01/31","10:00","1.73","-","2.05"
"2022/01/31","11:00","2.185","-","2.46"
"2022/01/31","12:00","3.182","-","3.37"
"2022/01/31","13:00","4.498","-","4.74"
"2022/01/31","14:00","5.838","-","6.09"
"2022/01/31","15:00","6.87","-","7.07"
"2022/01/31","16:00","7.274","-","7.46"
"2022/01/31","17:00","6.854","-","6.98"
"2022/01/31","18:00","5.64","-","5.72"
"2022/01/31","19:00","3.855","-","3.99"
"2022/01/31","20:00","1.826","-","2.09"
"2022/01/31","21:00","-0.071","-","0.29"
"2022/01/31","22:00","-1.447","-","-1.13"
"2022/01/31","23:00","-2.015","-","-1.73"
"2022/02/01","00:00","-1.71","-","-1.31"
"2022/02/01","01:00","-0.683","-","-0.23"
"2022/02/01","02:00","0.785","-","1.15"
"2022/02/01","03:00","2.352","-","2.63"
"2022/02/01","04:00","3.649","-","3.93"
"2022/02/01","05:00","4.374","-","4.72"
"2022/02/01","06:00","4.418","-","4.73"
"2022/02/01","07:00","3.893","-","4.03"
"2022/02/01","08:00","3.04","-","3.25"
"2022/02/01","09:00","2.154","-","2.52"
"2022/02/01","10:00","1.557","-","1.92"
"2022/02/01","11:00","1.517","-","1.87"
"2022/02/01","12:00","2.132","-","2.56"
"2022/02/01","13:00","3.276","-","3.7"
"2022/02/01","14:00","4.682","-","4.99"
"2022/02/01","15:00","6.025","-","6.36"
"2022/02/01","16:00","6.961","-","7.39"
"2022/02/01","17:00","7.185","-","7.63"
"2022/02/01","18:00","6.554","-","6.95"
"2022/02/01","19:00","5.163","-","5.5"
"2022/02/01","20:00","3.287","-","3.82"
"2022/02/01","21:00","1.281","-","1.9"
"2022/02/01","22:00","-0.467","-","0.08"
"2022/02/01","23:00","-1.587","-","-1.11"
"2022/02/02","00:00","-1.85","-","-1.38"
"2022/02/02","01:00","-1.261","-","-0.72"
"2022/02/02","02:00","-0.034","-","0.54"
"2022/02/02","03:00","1.516","-","1.94"
"2022/02/02","04:00","3.03","-","3.36"
"2022/02/02","05:00","4.151","-","4.57"
"2022/02/02","06:00","4.626","-","5.07"
"2022/02/02","07:00","4.416","-","4.72"
"2022/02/02","08:00","3.692","-","3.99"
"2022/02/02","09:00","2.729","-","3.11"
"2022/02/02","10:00","1.839","-","2.24"
"2022/02/02","11:00","1.332","-","1.76"
"2022/02/02","12:00","1.436","-","1.85"
"2022/02/02","13:00","2.187","-","2.62"
"2022/02/02","14:00","3.404","-","3.8"
"2022/02/02","15:00","4.791","-","5.13"
"2022/02/02","16:00","6.021","-","6.34"
"2022/02/02","17:00","6.766","-","7.15"
"2022/02/02","18:00","6.768","-","7.13"
"2022/02/02","19:00","5.953","-","6.31"
"2022/02/02","20:00","4.477","-","4.84"
"2022/02/02","21:00","2.647","-","3.05"
"2022/02/02","22:00","0.818","-","1.21"
"2022/02/02","23:00","-0.644","-","-0.35"
"2022/02/03","00:00","-1.418","-","-1.17"
"2022/02/03","01:00","-1.351","-","-0.96"
"2022/02/03","02:00","-0.524","-","-0.18"
"2022/02/03","03:00","0.807","-","1.05"
"2022/02/03","04:00","2.317","-","2.48"
"2022/02/03","05:00","3.661","-","3.78"
"2022/02/03","06:00","4.524","-","4.71"
"2022/02/03","07:00","4.722","-","4.93"
"2022/02/03","08:00","4.287","-","4.44"
"2022/02/03","09:00","3.435","-","3.52"
"2022/02/03","10:00","2.452","-","2.55"
"2022/02/03","11:00","1.635","-","1.82"
"2022/02/03","12:00","1.258","-","1.46"
"2022/02/03","13:00","1.493","-","1.71"
"2022/02/03","14:00","2.309","-","2.51"
"2022/02/03","15:00","3.491","-","3.62"
"2022/02/03","16:00","4.741","-","4.87"
"2022/02/03","17:00","5.759","-","5.86"
"2022/02/03","18:00","6.262","-","6.43"
"2022/02/03","19:00","6.056","-","6.2"
"2022/02/03","20:00","5.135","-","5.18"
"2022/02/03","21:00","3.701","-","3.74"
"2022/02/03","22:00","2.062","-","2.22"
"2022/02/03","23:00","0.543","-","0.72"
"2022/02/04","00:00","-0.54","-","-0.49"
"2022/02/04","01:00","-0.94","-","-0.95"
"2022/02/04","02:00","-0.582","-","-0.52"
"2022/02/04","03:00","0.393","-","0.54"
"2022/02/04","04:00","1.711","-","1.74"
"2022/02/04","05:00","3.066","-","2.99"
"2022/02/04","06:00","4.158","-","4.22"
"2022/02/04","07:00","4.733","-","4.83"
"2022/02/04","08:00","4.679","-","4.61"
"2022/02/04","09:00","4.089","-","4.07"
"2022/02/04","10:00","3.199","-","3.19"
"2022/02/04","11:00","2.276","-","2.22"
"2022/02/04","12:00","1.577","-","1.53"
"2022/02/04","13:00","1.326","-","1.31"
"2022/02/04","14:00","1.632","-","1.66"
"2022/02/04","15:00","2.417","-","2.41"
"2022/02/04","16:00","3.453","-","3.41"
"2022/02/04","17:00","4.473","-","4.44"
"2022/02/04","18:00","5.229","-","5.26"
"2022/02/04","19:00","5.497","-","5.46"
"2022/02/04","20:00","5.15","-","5.11"
"2022/02/04","21:00","4.24","-","4.17"
"2022/02/04","22:00","2.983","-","2.96"
"2022/02/04","23:00","1.658","-","1.66"
"2022/02/05","00:00","0.532","-","0.52"
"2022/02/05","01:00","-0.148","-","-0.11"
"2022/02/05","02:00","-0.211","-","-0.12"
"2022/02/05","03:00","0.348","-","0.45"
"2022/02/05","04:00","1.354","-","1.4"
"2022/02/05","05:00","2.547","-","2.58"
"2022/02/05","06:00","3.668","-","3.71"
"2022/02/05","07:00","4.477","-","4.5"
"2022/02/05","08:00","4.786","-","4.86"
"2022/02/05","09:00","4.547","-","4.71"
"2022/02/05","10:00","3.89","-","3.96"
"2022/02/05","11:00","3.041","-","3.07"
"2022/02/05","12:00","2.225","-","2.34"
"2022/02/05","13:00","1.646","-","1.78"
"2022/02/05","14:00","1.474","-","1.58"
"2022/02/05","15:00","1.767","-","1.99"
"2022/02/05","16:00","2.422","-","2.66"
"2022/02/05","17:00","3.229","-","3.38"
"2022/02/05","18:00","3.979","-","4.23"
"2022/02/05","19:00","4.484","-","4.74"
"2022/02/05","20:00","4.584","-","4.73"
"2022/02/05","21:00","4.207","-","4.27"
"2022/02/05","22:00","3.433","-","3.52"
"2022/02/05","23:00","2.464","-","2.57"
"2022/02/06","00:00","1.521","-","1.63"
"2022/02/06","01:00","0.801","-","0.97"
"2022/02/06","02:00","0.477","-","0.69"
"2022/02/06","03:00","0.656","-","0.88"
"2022/02/06","04:00","1.298","-","1.54"
"2022/02/06","05:00","2.223","-","2.49"
"2022/02/06","06:00","3.214","-","3.42"
"2022/02/06","07:00","4.073","-","4.22"
"2022/02/06","08:00","4.621","-","4.78"
"2022/02/06","09:00","4.728","-","4.91"
"2022/02/06","10:00","4.392","-","4.56"
"2022/02/06","11:00","3.747","-","3.83"
"2022/02/06","12:00","2.987","-","3.13"
"2022/02/06","13:00","2.28","-","2.47"
"2022/02/06","14:00","1.78","-","1.92"
"2022/02/06","15:00","1.612","-","1.79"
"2022/02/06","16:00","1.805","-","2.11"
"2022/02/06","17:00","2.26","-","2.58"
"2022/02/06","18:00","2.81","-","3.08"
"2022/02/06","19:00","3.311","-","3.62"
"2022/02/06","20:00","3.639","-","3.92"
"2022/02/06","21:00","3.679","-","3.79"
"2022/02/06","22:00","3.39","-","3.4"
"2022/02/06","23:00","2.854","-","2.82"
"2022/02/07","00:00","2.23","-","2.24"
"2022/02/07","01:00","1.667","-","1.84"
"2022/02/07","02:00","1.291","-","1.53"
"2022/02/07","03:00","1.221","-","1.47"
"2022/02/07","04:00","1.519","-","1.75"
"2022/02/07","05:00","2.128","-","2.37"
"2022/02/07","06:00","2.895","-","3.1"
"2022/02/07","07:00","3.658","-","3.8"
"2022/02/07","08:00","4.282","-","4.37"
"2022/02/07","09:00","4.639","-","4.79"
"2022/02/07","10:00","4.633","-","4.79"
"2022/02/07","11:00","4.278","-","4.32"
"2022/02/07","12:00","3.696","-","3.76"
"2022/02/07","13:00","3.026","-","3.13"
"2022/02/07","14:00","2.388","-","2.46"
"2022/02/07","15:00","1.894","-","2.06"
"2022/02/07","16:00","1.651","-","1.88"
"2022/02/07","17:00","1.683","-","1.9"
"2022/02/07","18:00","1.916","-","2.11"
"2022/02/07","19:00","2.242","-","2.4"
"2022/02/07","20:00","2.578","-","2.72"
"2022/02/07","21:00","2.84","-","2.95"
"2022/02/07","22:00","2.939","-","2.97"
"2022/02/07","23:00","2.835","-","2.84"
"2022/02/08","00:00","2.584","-","2.59"
"2022/02/08","01:00","2.29","-","2.33"
"2022/02/08","02:00","2.033","-","2.13"
"2022/02/08","03:00","1.886","-","2.02"
"2022/02/08","04:00","1.937","-","2.08"
"2022/02/08","05:00","2.235","-","2.45"
"2022/02/08","06:00","2.734","-","2.91"
"2022/02/08","07:00","3.32","-","3.42"
"2022/02/08","08:00","3.89","-","4.01"
"2022/02/08","09:00","4.356","-","4.48"
"2022/02/08","10:00","4.612","-","4.69"
"2022/02/08","11:00","4.577","-","4.58"
"2022/02/08","12:00","4.256","-","4.32"
"2022/02/08","13:00","3.738","-","3.84"
"2022/02/08","14:00","3.116","-","3.21"
"2022/02/08","15:00","2.471","-","2.57"
"2022/02/08","16:00","1.906","-","2.11"
"2022/02/08","17:00","1.528","-","1.8"
"2022/02/08","18:00","1.383","-","1.64"
"2022/02/08","19:00","1.433","-","1.71"
"2022/02/08","20:00","1.622","-","1.86"
"2022/02/08","21:00","1.91","-","2.14"
"2022/02/08","22:00","2.23","-","2.46"
"2022/02/08","23:00","2.481","-","2.68"
"2022/02/09","00:00","2.605","-","2.68"
"2022/02/09","01:00","2.62","-","2.86"
"2022/02/09","02:00","2.572","-","2.89"
"2022/02/09","03:00","2.494","-","2.72"
"2022/02/09","04:00","2.436","-","2.63"
"2022/02/09","05:00","2.486","-","2.77"
"2022/02/09","06:00","2.705","-","3.04"
"2022/02/09","07:00","3.073","-","3.36"
"2022/02/09","08:00","3.518","-","3.73"
"2022/02/09","09:00","3.979","-","4.14"
"2022/02/09","10:00","4.387","-","4.66"
"2022/02/09","11:00","4.633","-","4.82"
"2022/02/09","12:00","4.62","-","4.72"
"2022/02/09","13:00","4.338","-","4.65"
"2022/02/09","14:00","3.84","-","4.24"
"2022/02/09","15:00","3.188","-","3.51"
"2022/02/09","16:00","2.453","-","2.72"
"2022/02/09","17:00","1.754","-","2.15"
"2022/02/09","18:00","1.225","-","1.7"
"2022/02/09","19:00","0.939","-","1.37"
"2022/02/09","20:00","0.893","-","1.25"
"2022/02/09","21:00","1.069","-","1.47"
"2022/02/09","22:00","1.435","-","1.84"
"2022/02/09","23:00","1.907","-","2.18"
"2022/02/10","00:00","2.354","-","2.62"
"2022/02/10","01:00","2.684","-","3.09"
"2022/02/10","02:00","2.878","-","3.42"
"2022/02/10","03:00","2.946","-","3.38"
"2022/02/10","04:00","2.903","-","3.25"
"2022/02/10","05:00","2.809","-","3.22"
"2022/02/10","06:00","2.78","-","3.21"
"2022/02/10","07:00","2.901","-","3.2"
"2022/02/10","08:00","3.18","-","3.51"
"2022/02/10","09:00","3.573","-","3.95"
"2022/02/10","10:00","4.033","-","4.3"
"2022/02/10","11:00","4.477","-","4.77"
"2022/02/10","12:00","4.767","-","5.13"
"2022/02/10","13:00","4.783","-","5.19"
"2022/02/10","14:00","4.493","-","4.92"
"2022/02/10","15:00","3.934","-","4.34"
"2022/02/10","16:00","3.162","-","3.57"
"2022/02/10","17:00","2.27","-","2.74"
"2022/02/10","18:00","1.415","-","1.88"
"2022/02/10","19:00","0.769","-","1.27"
"2022/02/10","20:00","0.428","-","0.89"
"2022/02/10","21:00","0.408","-","0.79"
"2022/02/10","22:00","0.696","-","1.1"
"2022/02/10","23:00","1.239","-","1.65"
"2022/02/11","00:00","1.908","-","2.26"
"2022/02/11","01:00","2.528","-","2.85"
"2022/02/11","02:00","2.981","-","3.35"
"2022/02/11","03:00","3.226","-","3.6"
"2022/02/11","04:00","3.266","-","3.67"
"2022/02/11","05:00","3.132","-","3.45"
"2022/02/11","06:00","2.926","-","3.23"
"2022/02/11","07:00","2.802","-","3.19"
"2022/02/11","08:00","2.873","-","3.3"
"2022/02/11","09:00","3.154","-","3.49"
"2022/02/11","10:00","3.606","-","3.8"
"2022/02/11","11:00","4.162","-","4.45"
"2022/02/11","12:00","4.698","-","5.09"
"2022/02/11","13:00","5.035","-","5.29"
"2022/02/11","14:00","5.031","-","5.33"
"2022/02/11","15:00","4.649","-","5.09"
"2022/02/11","16:00","3.934","-","4.41"
"2022/02/11","17:00","2.968","-","3.4"
"2022/02/11","18:00","1.89","-","2.38"
"2022/02/11","19:00","0.91","-","1.45"
"2022/02/11","20:00","0.23","-","0.7"
"2022/02/11","21:00","-0.048","-","0.38"
"2022/02/11","22:00","0.085","-","0.5"
"2022/02/11","23:00","0.586","-","0.96"
"2022/02/12","00:00","1.354","-","1.76"
"2022/02/12","01:00","2.199","-","2.61"
"2022/02/12","02:00","2.913","-","3.39"
"2022/02/12","03:00","3.363","-","3.84"
"2022/02/12","04:00","3.521","-","3.94"
"2022/02/12","05:00","3.412","-","3.79"
"2022/02/12","06:00","3.115","-","3.51"
"2022/02/12","07:00","2.787","-","3.17"
"2022/02/12","08:00","2.62","-","3"
"2022/02/12","09:00","2.732","-","3.14"
"2022/02/12","10:00","3.125","-","3.5"
"2022/02/12","11:00","3.732","-","4.05"
"2022/02/12","12:00","4.438","-","4.74"
"2022/02/12","13:00","5.065","-","5.37"
"2022/02/12","14:00","5.394","-","5.71"
"2022/02/12","15:00","5.279","-","5.65"
"2022/02/12","16:00","4.706","-","5.09"
"2022/02/12","17:00","3.756","-","4.09"
"2022/02/12","18:00","2.562","-","2.99"
"2022/02/12","19:00","1.326","-","1.78"
"2022/02/12","20:00","0.305","-","0.69"
"2022/02/12","21:00","-0.29","-","0.03"
"2022/02/12","22:00","-0.379","-","-0.15"
"2022/02/12","23:00","0.007","-","0.26"
"2022/02/13","00:00","0.772","-","1.04"
"2022/02/13","01:00","1.748","-","2.03"
"2022/02/13","02:00","2.693","-","3.03"
"2022/02/13","03:00","3.38","-","3.74"
"2022/02/13","04:00","3.696","-","4.05"
"2022/02/13","05:00","3.653","-","4"
"2022/02/13","06:00","3.327","-","3.62"
"2022/02/13","07:00","2.86","-","3.13"
"2022/02/13","08:00","2.465","-","2.82"
"2022/02/13","09:00","2.351","-","2.8"
"2022/02/13","10:00","2.613","-","3.1"
"2022/02/13","11:00","3.211","-","3.56"
"2022/02/13","12:00","4.021","-","4.26"
"2022/02/13","13:00","4.869","-","5.13"
"2022/02/13","14:00","5.522","-","5.84"
"2022/02/13","15:00","5.743","-","5.96"
"2022/02/13","16:00","5.412","-","5.66"
"2022/02/13","17:00","4.567","-","4.86"
"2022/02/13","18:00","3.347","-","3.6"
"2022/02/13","19:00","1.952","-","2.35"
"2022/02/13","20:00","0.644","-","1.07"
"2022/02/13","21:00","-0.296","-","0.03"
"2022/02/13","22:00","-0.678","-","-0.42"
"2022/02/13","23:00","-0.475","-","-0.15"
"2022/02/14","00:00","0.217","-","0.57"
"2022/02/14","01:00","1.234","-","1.59"
"2022/02/14","02:00","2.343","-","2.63"
"2022/02/14","03:00","3.27","-","3.54"
"2022/02/14","04:00","3.799","-","4.14"
"2022/02/14","05:00","3.873","-","4.16"
"2022/02/14","06:00","3.566","-","3.83"
"2022/02/14","07:00","3.022","-","3.29"
"2022/02/14","08:00","2.444","-","2.82"
"2022/02/14","09:00","2.08","-","2.58"
"2022/02/14","10:00","2.127","-","2.64"
"2022/02/14","11:00","2.627","-","3.08"
"2022/02/14","12:00","3.471","-","3.89"
"2022/02/14","13:00","4.468","-","4.83"
"2022/02/14","14:00","5.386","-","5.66"
"2022/02/14","15:00","5.957","-","6.27"
"2022/02/14","16:00","5.957","-","6.31"
"2022/02/14","17:00","5.325","-","5.61"
"2022/02/14","18:00","4.172","-","4.56"
"2022/02/14","19:00","2.712","-","3.25"
"2022/02/14","20:00","1.206","-","1.8"
"2022/02/14","21:00","-0.046","-","0.57"
"2022/02/14","22:00","-0.768","-","-0.17"
"2022/02/14","23:00","-0.828","-","-0.32"
"2022/02/15","00:00","-0.277","-","0.21"
"2022/02/15","01:00","0.711","-","1.21"
"2022/02/15","02:00","1.906","-","2.39"
"2022/02/15","03:00","3.031","-","3.47"
"2022/02/15","04:00","3.807","-","4.33"
"2022/02/15","05:00","4.072","-","4.58"
"2022/02/15","06:00","3.843","-","4.25"
"2022/02/15","07:00","3.271","-","3.69"
"2022/02/15","08:00","2.568","-","3.11"
"2022/02/15","09:00","1.978","-","2.64"
"2022/02/15","10:00","1.755","-","2.43"
"2022/02/15","11:00","2.049","-","2.71"
"2022/02/15","12:00","2.822","-","3.42"
"2022/02/15","13:00","3.887","-","4.43"
"2022/02/15","14:00","4.993","-","5.44"
"2022/02/15","15:00","5.865","-","6.29"
"2022/02/15","16:00","6.233","-","6.72"
"2022/02/15","17:00","5.923","-","6.47"
"2022/02/15","18:00","4.956","-","5.42"
"2022/02/15","19:00","3.53","-","4.01"
"2022/02/15","20:00","1.924","-","2.55"
"2022/02/15","21:00","0.444","-","1.15"
"2022/02/15","22:00","-0.605","-","0.08"
"2022/02/15","23:00","-0.991","-","-0.4"
"2022/02/16","00:00","-0.667","-","-0.04"
"2022/02/16","01:00","0.223","-","0.87"
"2022/02/16","02:00","1.435","-","1.98"
"2022/02/16","03:00","2.689","-","3.22"
"2022/02/16","04:00","3.694","-","4.22"
"2022/02/16","05:00","4.207","-","4.86"
"2022/02/16","06:00","4.143","-","4.7"
"2022/02/16","07:00","3.61","-","4.08"
"2022/02/16","08:00","2.832","-","3.35"
"2022/02/16","09:00","2.065","-","2.76"
"2022/02/16","10:00","1.572","-","2.21"
"2022/02/16","11:00","1.574","-","2.14"
"2022/02/16","12:00","2.148","-","2.67"
"2022/02/16","13:00","3.166","-","3.66"
"2022/02/16","14:00","4.367","-","4.81"
"2022/02/16","15:00","5.461","-","5.77"
"2022/02/16","16:00","6.164","-","6.42"
"2022/02/16","17:00","6.236","-","6.54"
"2022/02/16","18:00","5.583","-","5.88"
"2022/02/16","19:00","4.32","-","4.7"
"2022/02/16","20:00","2.724","-","3.22"
"2022/02/16","21:00","1.12","-","1.65"
"2022/02/16","22:00","-0.18","-","0.31"
"2022/02/16","23:00","-0.898","-","-0.44"
"2022/02/17","00:00","-0.88","-","-0.45"
"2022/02/17","01:00","-0.177","-","0.31"
"2022/02/17","02:00","0.98","-","1.38"
"2022/02/17","03:00","2.293","-","2.56"
"2022/02/17","04:00","3.469","-","3.69"
"2022/02/17","05:00","4.235","-","4.49"
"2022/02/17","06:00","4.413","-","4.66"
"2022/02/17","07:00","4.013","-","4.13"
"2022/02/17","08:00","3.229","-","3.46"
"2022/02/17","09:00","2.339","-","2.69"
"2022/02/17","10:00","1.614","-","1.94"
"2022/02/17","11:00","1.3","-","1.65"
"2022/02/17","12:00","1.561","-","1.93"
"2022/02/17","13:00","2.382","-","2.62"
"2022/02/17","14:00","3.556","-","3.66"
"2022/02/17","15:00","4.773","-","4.82"
"2022/02/17","16:00","5.73","-","5.76"
"2022/02/17","17:00","6.17","-","6.2"
"2022/02/17","18:00","5.915","-","5.97"
"2022/02/17","19:00","4.961","-","5.1"
"2022/02/17","20:00","3.514","-","3.73"
"2022/02/17","21:00","1.902","-","2.23"
"2022/02/17","22:00","0.461","-","0.87"
"2022/02/17","23:00","-0.523","-","-0.18"
"2022/02/18","00:00","-0.834","-","-0.58"
"2022/02/18","01:00","-0.412","-","-0.2"
"2022/02/18","02:00","0.597","-","0.88"
"2022/02/18","03:00","1.896","-","2.03"
"2022/02/18","04:00","3.17","-","3.22"
"2022/02/18","05:00","4.141","-","4.2"
"2022/02/18","06:00","4.589","-","4.65"
"2022/02/18","07:00","4.419","-","4.44"
"2022/02/18","08:00","3.731","-","3.79"
"2022/02/18","09:00","2.788","-","2.9"
"2022/02/18","10:00","1.886","-","2.11"
"2022/02/18","11:00","1.284","-","1.55"
"2022/02/18","12:00","1.181","-","1.34"
"2022/02/18","13:00","1.669","-","1.88"
"2022/02/18","14:00","2.651","-","2.87"
"2022/02/18","15:00","3.857","-","3.95"
"2022/02/18","16:00","4.963","-","4.98"
"2022/02/18","17:00","5.694","-","5.77"
"2022/02/18","18:00","5.84","-","6"
"2022/02/18","19:00","5.302","-","5.49"
"2022/02/18","20:00","4.163","-","4.37"
"2022/02/18","21:00","2.69","-","3"
"2022/02/18","22:00","1.232","-","1.66"
"2022/02/18","23:00","0.093","-","0.45"
"2022/02/19","00:00","-0.494","-","-0.23"
"2022/02/19","01:00","-0.395","-","-0.12"
"2022/02/19","02:00","0.359","-","0.67"
"2022/02/19","03:00","1.547","-","1.78"
"2022/02/19","04:00","2.843","-","2.91"
"2022/02/19","05:00","3.948","-","3.98"
"2022/02/19","06:00","4.632","-","4.75"
"2022/02/19","07:00","4.742","-","4.84"
"2022/02/19","08:00","4.268","-","4.43"
"2022/02/19","09:00","3.383","-","3.6"
"2022/02/19","10:00","2.381","-","2.65"
"2022/02/19","11:00","1.547","-","1.91"
"2022/02/19","12:00","1.1","-","1.43"
"2022/02/19","13:00","1.18","-","1.48"
"2022/02/19","14:00","1.809","-","2.1"
"2022/02/19","15:00","2.827","-","3.08"
"2022/02/19","16:00","3.94","-","4.16"
"2022/02/19","17:00","4.846","-","5.08"
"2022/02/19","18:00","5.319","-","5.62"
"2022/02/19","19:00","5.217","-","5.55"
"2022/02/19","20:00","4.511","-","4.83"
"2022/02/19","21:00","3.347","-","3.72"
"2022/02/19","22:00","2.021","-","2.56"
"2022/02/19","23:00","0.856","-","1.27"
"2022/02/20","00:00","0.099","-","0.37"
"2022/02/20","01:00","-0.089","-","0.28"
"2022/02/20","02:00","0.348","-","0.84"
"2022/02/20","03:00","1.306","-","1.68"
"2022/02/20","04:00","2.523","-","2.71"
